id_i;Mean_Distance_km;Nodo;dominant_outward_orientation_1;dominant_outward_orientation_2;dominant_outward_orientation_3;dominant_inward_orientation_1;dominant_inward_orientation_2;dist_dominant_outward_1;dist_dominant_outward_2;dist_dominant_outward_3;InStrength;OutStrength;NetworkDivergence;id;lat;lon;normal_InStrength;normal_OutStrength;DegreeCentrality;Clustering;ClosenessCentrality;BetweennessCentrality;StructuralHolesConstraint;global_clustering;normal_Degree;normal_Clustering;normal_ClosenessCentrality;normal_BetweennessCentrality;normal_StructuralHolesConstraint;geometry;index_right;AREA;PERIMETER;BASINNAME;BASINCODE;OCEAN_1;BASINNAME2;SHAPE_Leng;SHAPE_Le_1;SHAPE_Area;community
629;241,8786979;629;315;;;180;;5,7850685;;;0,000362542;0,000478247;0,000115705;629;46,5;8,5;0,06573427;0,08051948;0,022965879;0,161344538;0,416507242;0,000465062;0,034961359;0,293214218;0,081145585;0,2420168;0,58878654;0,01899771;0,028824387;POINT (8.5 46.5);45;1013,056713;229444,3604;Po;510;Mediterranean Sea;;229444,3604;229444,3604;1013056713;0
630;115,6578248;630;135;;;180;315;3,1092684;;;0,000115705;0,001334465;0,00121876;630;46,5;8,75;0,02097902;0,22467533;0,022309711;0,215686275;0,383685801;0,000170522;0,038373396;0,293214218;0,07875895;0,32352942;0,46497568;0,006965815;0,032258123;POINT (8.75 46.5);45;1013,056713;229444,3604;Po;510;Mediterranean Sea;;229444,3604;229444,3604;1013056713;0
631;207,0248178;631;135;;;315;;3,681938;;;0,000269978;0,000455106;0,000185128;631;46,5;9;0,04895105;0,07662338;0,010498688;0,175;0,380239521;0,000273013;0,075154991;0,293214218;0,035799522;0,2625;0,45197546;0,011152565;0,06927362;POINT (9 46.5);45;1013,056713;229444,3604;Po;510;Mediterranean Sea;;229444,3604;229444,3604;1013056713;0
692;105,4688636;692;135;;;0;;3,3666506;;;0,000100278;0,001319037;0,00121876;692;46,25;9;0,018181818;0,22207792;0,019028871;0,13546798;0,368917938;0,000171259;0,043621302;0,293214218;0,06682578;0,20320196;0,40926754;0,006995914;0,0375394;POINT (9 46.25);45;1013,056713;229444,3604;Po;510;Mediterranean Sea;;229444,3604;229444,3604;1013056713;0
636;229,0381077;636;180;;;0;;6,2511697;;;0,001203332;0,000269978;-0,000933354;636;46,5;10,25;0,21818182;0,045454547;0,012467192;0,228070175;0,38877551;7,87438E-05;0,057902803;0,293214218;0,042959426;0,34210527;0,48417538;0,003216676;0,051911723;POINT (10.25 46.5);55;1594,862327;270611,8894;Po;510;Mediterranean Sea;;270611,8894;270611,8894;1594862327;0
696;208,3024142;696;135;;;180;;3,925918;;;0,000347115;0,000401111;5,39957E-05;696;46,25;10;0,062937066;0,067532465;0,015748031;0,206521739;0,389371487;0,000121146;0,048277982;0,293214218;0,0548926;0,3097826;0,48642355;0,004948817;0,042225696;POINT (10 46.25);55;1594,862327;270611,8894;Po;510;Mediterranean Sea;;270611,8894;270611,8894;1594862327;0
697;265,4061511;697;135;;;315;;3,532459;;;0,000701944;0,000192842;-0,000509102;697;46,25;10,25;0,12727273;0,032467533;0,019685039;0,163218391;0,407051282;0,000222313;0,038317648;0,293214218;0,06921241;0,24482758;0,55311626;0,009081454;0,03220202;POINT (10.25 46.25);55;1594,862327;270611,8894;Po;510;Mediterranean Sea;;270611,8894;270611,8894;1594862327;0
688;123,8166142;688;135;;;0;;2,608012;;;0,000439679;0,000431965;-7,71367E-06;688;46,25;8;0,07972028;0,07272727;0,05183727;0,208698475;0,404351287;0,000813906;0,018749652;0,293214218;0,18615752;0,3130477;0,5429312;0,033247955;0,012509584;POINT (8 46.25);9;1873,031336;331833,6257;Po;510;Mediterranean Sea;;331833,6257;331833,6257;1873031336;0
689;142,4943427;689;315;;;180;;5,718335;;;0,000624807;0,000208269;-0,000416538;689;46,25;8,25;0,11328671;0,035064936;0,041994751;0,223214286;0,419603524;0,000802464;0,021793304;0,293214218;0,15035799;0,33482143;0,6004665;0,032780554;0,015572592;POINT (8.25 46.25);9;1873,031336;331833,6257;Po;510;Mediterranean Sea;;331833,6257;331833,6257;1873031336;0
749;123,8705993;749;315;;;0;;6,1216226;;;0,000493675;0,000362542;-0,000131132;749;46;8;0,08951049;0,06103896;0,011154856;0,220588235;0,370082564;4,16638E-05;0,063980317;0,293214218;0,03818616;0,33088234;0,41366082;0,001701961;0,058027886;POINT (8 46);9;1873,031336;331833,6257;Po;510;Mediterranean Sea;;331833,6257;331833,6257;1873031336;0
750;219,2928648;750;315;;;0;;6,035898;;;0,000709658;0,000401111;-0,000308547;750;46;8,25;0,12867133;0,067532465;0,004593176;0,380952381;0,340863342;3,25541E-06;0,160811279;0,293214218;0,014319809;0,5714286;0,30343848;0,000132983;0,15547462;POINT (8.25 46);9;1873,031336;331833,6257;Po;510;Mediterranean Sea;;331833,6257;331833,6257;1873031336;0
690;169,8938026;690;315;;;180;;5,3681626;;;0,000300833;0,000964209;0,000663376;690;46,25;8,5;0,054545455;0,16233766;0,039370079;0,139548023;0,425460637;0,001429698;0,022801184;0,293214218;0,14081146;0,20932204;0,62256104;0,05840299;0,016586881;POINT (8.5 46.25);37;328,55397;101464,5822;Po;510;Mediterranean Sea;;101464,5822;101464,5822;328553970;0
691;102,0072077;691;315;;;180;;4,182645;;;0,000115705;0,001581302;0,001465597;691;46,25;8,75;0,02097902;0,26623377;0,026246719;0,203846154;0,385140258;0,000340185;0,037814889;0,293214218;0,09307876;0,30576923;0,4704623;0,013896499;0,031696063;POINT (8.75 46.25);38;591,94146;140511,4567;Po;510;Mediterranean Sea;;140511,4567;140511,4567;591941460;0
693;88,33814201;693;135;;;180;315;3,4150753;;;4,6282E-05;0,001882135;0,001835853;693;46,25;9,25;0,008391609;0,31688312;0,032808399;0,239183673;0,385335019;0,000357228;0,032637607;0,293214218;0,11694511;0,3587755;0,47119698;0,014592732;0,026485857;POINT (9.25 46.25);44;475,833961;120353,3383;Po;510;Mediterranean Sea;;120353,3383;120353,3383;475833961;0
694;152,4056742;694;315;;;315;;5,299689;;;0,000262265;0,000624807;0,000362542;694;46,25;9,5;0,047552448;0,10519481;0,014435696;0,294372294;0,379955123;6,47426E-05;0,056433534;0,293214218;0,050119333;0,44155845;0,45090264;0,002644728;0,05043311;POINT (9.5 46.25);3;752,5083738;175525,3549;Po;510;Mediterranean Sea;;175525,3549;175525,3549;752508373,8;0
695;224,2518603;695;135;;;315;;3,7045677;;;0,000362542;0,000285406;-7,71367E-05;695;46,25;9,75;0,06573427;0,04805195;0,011811024;0,163398693;0,374263261;0,000133496;0,061805895;0,293214218;0,040572792;0,24509804;0,42943147;0,00545331;0,055839635;POINT (9.75 46.25);2;323,2233974;93010,76548;Po;510;Mediterranean Sea;;93010,76548;93010,76548;323223397,4;0
698;221,8498546;698;270;;;0;;3,1883183;;;0,000871645;0,000215983;-0,000655662;698;46,25;10,5;0,15804195;0,036363635;0,01312336;0,131578947;0,374631268;0,000400116;0,055504392;0,293214218;0,045346063;0,19736843;0,4308197;0,016344666;0,04949806;POINT (10.5 46.25);54;6627,71031;593312,4705;Po;510;Mediterranean Sea;;593312,4705;593312,4705;6627710310;0
759;241,9056956;759;315;;;0;;3,5893526;;;0,000995063;0,000385683;-0,00060938;759;46;10,5;0,18041958;0,064935066;0,007217848;0,163636364;0,363896848;5,85784E-05;0,095776649;0,293214218;0,023866348;0,24545455;0,39032674;0,002392921;0,09002642;POINT (10.5 46);54;6627,71031;593312,4705;Po;510;Mediterranean Sea;;593312,4705;593312,4705;6627710310;0
818;207,0213778;818;315;;;180;;4,1066666;;;0,000262265;0,000971922;0,000709658;818;45,75;10;0,047552448;0,16363636;0,023622047;0,219047619;0,395023328;0,000172337;0,034894557;0,293214218;0,08353222;0,32857144;0,5077437;0,00703996;0,028757159;POINT (10 45.75);54;6627,71031;593312,4705;Po;510;Mediterranean Sea;;593312,4705;593312,4705;6627710310;0
819;291,9435236;819;315;;;180;;4,2200775;;;0,000339401;0,001126196;0,000786794;819;45,75;10,25;0,06153846;0,18961039;0,070866142;0,137417792;0,447314353;0,003231538;0,013758608;0,293214218;0,25536993;0,20612669;0,7049988;0,1320079;0,007486801;POINT (10.25 45.75);54;6627,71031;593312,4705;Po;510;Mediterranean Sea;;593312,4705;593312,4705;6627710310;0
820;296,978295;820;315;;;180;;5,1986747;;;0,000401111;0,001041345;0,000640234;820;45,75;10,5;0,07272727;0,17532468;0,042650919;0,218269231;0,443152079;0,000534223;0,019886079;0,293214218;0,15274464;0,32740384;0,6892976;0,021822924;0,013653238;POINT (10.5 45.75);54;6627,71031;593312,4705;Po;510;Mediterranean Sea;;593312,4705;593312,4705;6627710310;2
879;227,9269359;879;315;;;180;;3,6918707;;;0,000354829;0,001064486;0,000709658;879;45,5;10;0,06433567;0,17922078;0,032152231;0,215986395;0,395023328;0,000252724;0,027877025;0,293214218;0,11455847;0,3239796;0,5077437;0,010323742;0,021695001;POINT (10 45.5);54;6627,71031;593312,4705;Po;510;Mediterranean Sea;;593312,4705;593312,4705;6627710310;1
880;293,0409625;880;315;;;0;;4,207678;;;0,000732799;0,000269978;-0,00046282;880;45,5;10,25;0,13286713;0,045454547;0,054461942;0,189244784;0,457795134;0,002230713;0,016426873;0,293214218;0,19570406;0,28386718;0,74453497;0,09112432;0,010172035;POINT (10.25 45.5);54;6627,71031;593312,4705;Po;510;Mediterranean Sea;;593312,4705;593312,4705;6627710310;1
940;235,0310321;940;315;;;0;;3,6814284;;;0,000208269;0,000624807;0,000416538;940;45,25;10;0,03776224;0,10519481;0,076115486;0,239730135;0,453436477;0,001726121;0,014133338;0,293214218;0,274463;0,3595952;0,728093;0,0705118;0,007863914;POINT (10 45.25);54;6627,71031;593312,4705;Po;510;Mediterranean Sea;;593312,4705;593312,4705;6627710310;2
941;256,4773437;941;315;;;0;;3,2784562;;;0,000532243;0,000393397;-0,000138846;941;45,25;10,25;0,096503496;0,06623377;0,070866142;0,172724126;0,463221884;0,002812846;0,013497168;0,293214218;0,25536993;0,2590862;0,76500607;0,114904396;0,007223698;POINT (10.25 45.25);54;6627,71031;593312,4705;Po;510;Mediterranean Sea;;593312,4705;593312,4705;6627710310;2
942;247,8769523;942;0;;;135;;5,6493387;;;8,48504E-05;0,00399568;0,00391083;942;45,25;10,5;0,015384615;0,6727273;0,052493438;0,128164557;0,451288126;0,004714647;0,01585178;0,293214218;0,18854415;0,19224684;0,7199889;0,1925927;0,009593284;POINT (10.5 45.25);54;6627,71031;593312,4705;Po;510;Mediterranean Sea;;593312,4705;593312,4705;6627710310;2
1003;181,3968149;1003;315;;;135;;3,6841445;;;0,001002777;0,000169701;-0,000833076;1003;45;10,5;0,18181819;0,028571429;0,043307087;0,312354312;0,439573118;0,000406738;0,022180776;0,293214218;0,15513127;0,46853146;0,67579687;0,016615203;0,015962528;POINT (10.5 45);54;6627,71031;593312,4705;Po;510;Mediterranean Sea;;593312,4705;593312,4705;6627710310;2
699;220,7009559;699;270;;;0;;2,4677916;;;0,000701944;3,85683E-05;-0,000663376;699;46,25;10,75;0,12727273;0,006493507;0,010498688;0,108333333;0,389371487;8,26271E-05;0,065596879;0,293214218;0,035799522;0,1625;0,48642355;0,003375305;0,059654728;POINT (10.75 46.25);51;2939,768012;484972,5972;Po;510;Mediterranean Sea;;484972,5972;484972,5972;2939768012;0
760;280,9648476;760;315;;;180;;3,949557;;;0,000439679;0,000293119;-0,00014656;760;46;10,75;0,07972028;0,04935065;0,014435696;0,199134199;0,397496088;0,000122974;0,050438949;0,293214218;0,050119333;0,2987013;0,5170716;0,005023485;0,0444004;POINT (10.75 46);51;2939,768012;484972,5972;Po;510;Mediterranean Sea;;484972,5972;484972,5972;2939768012;0
761;258,9142205;761;315;;;180;;5,1846833;;;0,000717371;0,000470534;-0,000246837;761;46;11;0,13006993;0,07922078;0,049868766;0,12877193;0,456834532;0,00229875;0,016638567;0,293214218;0,1789976;0,1931579;0,74091136;0,09390363;0,010385075;POINT (11 46);51;2939,768012;484972,5972;Po;510;Mediterranean Sea;;484972,5972;484972,5972;2939768012;0
821;289,7307513;821;135;;;0;;2,823001;;;0,000663376;0,001349892;0,000686517;821;45,75;10,75;0,12027972;0,22727273;0,104986877;0,17672956;0,476995305;0,004352701;0,010352914;0,293214218;0,37947494;0,26509434;0,8169629;0,17780729;0,004059449;POINT (10.75 45.75);51;2939,768012;484972,5972;Po;510;Mediterranean Sea;;484972,5972;484972,5972;2939768012;2
881;255,1626567;881;315;;;0;;4,5752473;;;0,000470534;0,000848504;0,00037797;881;45,5;10,5;0,08531468;0,14285715;0,061023622;0,186769518;0,455061212;0,001477308;0,0139944;0,293214218;0,2195704;0,2801543;0,73422194;0,06034786;0,007724092;POINT (10.5 45.5);51;2939,768012;484972,5972;Po;510;Mediterranean Sea;;484972,5972;484972,5972;2939768012;2
882;262,8381355;882;315;;;180;;4,626319;;;0,000323974;0,001604443;0,001280469;882;45,5;10,75;0,05874126;0,27012986;0,05511811;0,205106139;0,460980036;0,00079336;0,015310407;0,293214218;0,19809069;0,3076592;0,75654924;0,03240866;0,009048468;POINT (10.75 45.5);51;2939,768012;484972,5972;Po;510;Mediterranean Sea;;484972,5972;484972,5972;2939768012;2
943;238,5451411;943;315;;;180;;3,910804;;;0,000586239;0,001056773;0,000470534;943;45,25;10,75;0,10629371;0,17792208;0,05839895;0,213993871;0,467198038;0,002988191;0,016037096;0,293214218;0,21002387;0,3209908;0,7800051;0,12206721;0,009779778;POINT (10.75 45.25);51;2939,768012;484972,5972;Po;510;Mediterranean Sea;;484972,5972;484972,5972;2939768012;2
751;288,4814543;751;315;;;180;;5,839897;;;0,000555384;0,001373033;0,000817649;751;46;8,5;0,1006993;0,23116884;0,020997375;0,153225806;0,394512037;0,000262528;0,037734045;0,293214218;0,07398568;0,22983871;0,505815;0,010724252;0,031614706;POINT (8.5 46);8;2011,745041;405142,8024;Po;510;Mediterranean Sea;;405142,8024;405142,8024;2011745041;0
812;217,4978172;812;315;;;180;;5,191164;;;9,2564E-05;0,001974699;0,001882135;812;45,75;8,5;0,016783217;0,33246753;0,016404199;0,263333333;0,376203407;0,000169048;0,051005081;0,293214218;0,057279237;0,395;0,4367502;0,00690558;0,044970136;POINT (8.5 45.75);8;2011,745041;405142,8024;Po;510;Mediterranean Sea;;405142,8024;405142,8024;2011745041;0
813;155,9806557;813;0;;;315;;6,528641;;;6,17093E-05;0,001697007;0,001635298;813;45,75;8,75;0,011188812;0,2857143;0,024934383;0,170697013;0,399371069;0,000520663;0,034707048;0,293214218;0,08830549;0,25604552;0,52414453;0,021269009;0,028568458;POINT (8.75 45.75);8;2011,745041;405142,8024;Po;510;Mediterranean Sea;;405142,8024;405142,8024;2011745041;0
874;229,8461846;874;0;;;135;180;3,6465087;;;0,000192842;0,000655662;0,00046282;874;45,5;8,75;0,034965035;0,11038961;0,040682415;0,198836594;0,430751837;0,000681733;0,020968749;0,293214218;0,14558473;0,29825488;0,6425208;0,027848713;0,014742794;POINT (8.75 45.5);8;2011,745041;405142,8024;Po;510;Mediterranean Sea;;405142,8024;405142,8024;2011745041;1
936;220,4922051;936;135;;;0;;3,5454626;;;0,000470534;0,000624807;0,000154273;936;45,25;9;0,08531468;0,10519481;0,037401575;0,177318296;0,438056913;0,000830436;0,02234122;0,293214218;0,13365155;0,26597744;0,6700774;0,033923205;0,016123993;POINT (9 45.25);8;2011,745041;405142,8024;Po;510;Mediterranean Sea;;405142,8024;405142,8024;2011745041;2
752;91,78697529;752;135;;;315;;3,2266243;;;0,000100278;0,00307004;0,002969762;752;46;8,75;0,018181818;0,51688313;0,049868766;0,176491228;0,398744113;0,001985994;0,023424647;0,293214218;0,1789976;0,26473683;0,5217795;0,08112761;0,01721431;POINT (8.75 46);36;792,7408893;174770,4207;Po;510;Mediterranean Sea;;174770,4207;174770,4207;792740889,3;0
753;129,6521041;753;135;;;180;;3,4058683;;;0,000185128;0,00130361;0,001118482;753;46;9;0,033566434;0,21948051;0,020997375;0,264112903;0,366787004;0,000162592;0,048569408;0,293214218;0,07398568;0,39616936;0,40122914;0,006641858;0,042518973;POINT (9 46);36;792,7408893;174770,4207;Po;510;Mediterranean Sea;;174770,4207;174770,4207;792740889,3;0
754;214,6923024;754;135;;;180;315;3,7827425;;;6,9423E-05;0,001835853;0,00176643;754;46;9,25;0,012587412;0,3090909;0,016404199;0,253333333;0,369186047;3,66313E-05;0,048666655;0,293214218;0,057279237;0,38;0,41027895;0,001496384;0,042616837;POINT (9.25 46);35;1324,819016;326130,6736;Po;510;Mediterranean Sea;;326130,6736;326130,6736;1324819016;0
816;229,2397094;816;315;;;0;;4,378501;;;0,000393397;0,000971922;0,000578525;816;45,75;9,5;0,07132867;0,16363636;0,056430446;0,135704514;0,457245725;0,003116097;0,015911412;0,293214218;0,20286396;0,20355678;0,74246246;0,12729217;0,009653295;POINT (9.5 45.75);35;1324,819016;326130,6736;Po;510;Mediterranean Sea;;326130,6736;326130,6736;1324819016;0
755;140,7749138;755;135;;;315;;3,9018342;;;0,000131132;0,00098735;0,000856217;755;46;9,5;0,023776224;0,16623376;0,011154856;0,352941176;0,359603587;1,65438E-05;0,072832828;0,293214218;0,03818616;0,5294118;0,37413144;0,000675812;0,066936694;POINT (9.5 46);31;920,8755266;198031,8294;Po;510;Mediterranean Sea;;198031,8294;198031,8294;920875526,6;0
756;41,84221569;756;135;;;315;;4,4538093;;;0,000262265;0,00046282;0,000200555;756;46;9,75;0,047552448;0,077922076;0,019685039;0,31954023;0,370712722;0,000544303;0,043081351;0,293214218;0,06921241;0,47931033;0,41603795;0,02223472;0,03699602;POINT (9.75 46);31;920,8755266;198031,8294;Po;510;Mediterranean Sea;;198031,8294;198031,8294;920875526,6;0
757;82,25577951;757;135;;;315;;3,9582832;;;0,000262265;0,000725085;0,00046282;757;46;10;0,047552448;0,12207792;0,008530184;0,512820513;0,354336201;1,06376E-05;0,097990875;0,293214218;0,028639618;0,7692308;0,35426155;0,000434545;0,09225473;POINT (10 46);48;2272,810208;475951,5319;Po;510;Mediterranean Sea;;475951,5319;475951,5319;2272810208;0
817;173,4728279;817;315;;;180;;3,9206915;;;0,000509102;0,000269978;-0,000239124;817;45,75;9,75;0,092307694;0,045454547;0,020997375;0,272177419;0,38778626;0,000140408;0,040019416;0,293214218;0,07398568;0,40826613;0,4804437;0,005735637;0,03391461;POINT (9.75 45.75);48;2272,810208;475951,5319;Po;510;Mediterranean Sea;;475951,5319;475951,5319;2272810208;1
877;263,648945;877;315;;;0;;3,5265565;;;0,000285406;0,001241901;0,000956495;877;45,5;9,5;0,051748253;0,2090909;0,066929134;0,135313531;0,473438956;0,003524202;0,013517398;0,293214218;0,24105012;0,2029703;0,80354744;0,1439632;0,007244057;POINT (9.5 45.5);48;2272,810208;475951,5319;Po;510;Mediterranean Sea;;475951,5319;475951,5319;2272810208;0
878;246,4924834;878;315;;;180;;3,398893;;;0,000624807;0,000539957;-8,48504E-05;878;45,5;9,75;0,11328671;0,09090909;0,07808399;0,134026492;0,47550702;0,00382579;0,011990249;0,293214218;0,28162292;0,20103973;0,81134874;0,15628304;0,005707197;POINT (9.75 45.5);48;2272,810208;475951,5319;Po;510;Mediterranean Sea;;475951,5319;475951,5319;2272810208;1
939;268,1555477;939;315;;;0;;3,3955019;;;0,001226473;0,00023141;-0,000995063;939;45,25;9,75;0,22237763;0,038961038;0,11351706;0,182349778;0,468923077;0,003545578;0,010270677;0,293214218;0,41050118;0,27352467;0,7865124;0,14483641;0,003976689;POINT (9.75 45.25);48;2272,810208;475951,5319;Po;510;Mediterranean Sea;;475951,5319;475951,5319;2272810208;2
806;231,0064978;806;0;;;0;;5,238641;;;0,000131132;0,001172478;0,001041345;806;45,75;7;0,023776224;0,1974026;0,022965879;0,152941176;0,409127517;0,000474462;0,032333854;0,293214218;0,081145585;0,22941177;0,5609483;0,019381702;0,026180172;POINT (7 45.75);1;3898,095196;475423,7297;Po;510;Mediterranean Sea;;475423,7297;475423,7297;3898095196;1
807;326,1793523;807;315;;;0;;3,6203208;;;0,000941068;0,000138846;-0,000802222;807;45,75;7,25;0,17062937;0,023376623;0,057742782;0,144723093;0,467198038;0,004134659;0,014831729;0,293214218;0,20763724;0,21708465;0,7800051;0,16890027;0,008566747;POINT (7.25 45.75);1;3898,095196;475423,7297;Po;510;Mediterranean Sea;;475423,7297;475423,7297;3898095196;0
808;203,810882;808;315;;;180;;5,661972;;;0,000740512;0,000362542;-0,00037797;808;45,75;7,5;0,13426574;0,06103896;0,05839895;0,243871297;0,444574096;0,001413687;0,01884282;0,293214218;0,21002387;0,36580694;0,69466186;0,057748944;0,012603345;POINT (7.5 45.75);1;3898,095196;475423,7297;Po;510;Mediterranean Sea;;475423,7297;475423,7297;3898095196;1
809;133,725322;809;315;;;135;;5,883051;;;0,000593952;0,000200555;-0,000393397;809;45,75;7,75;0,10769231;0,033766232;0,030839895;0,279370953;0,399580493;0,000176134;0,027738104;0,293214218;0,1097852;0,41905642;0,52493453;0,007195053;0,021555196;POINT (7.75 45.75);1;3898,095196;475423,7297;Po;510;Mediterranean Sea;;475423,7297;475423,7297;3898095196;0
868;134,8130557;868;315;;;225;;5,3401327;;;0,000123419;0,00069423;0,000570811;868;45,5;7,25;0,022377623;0,116883114;0,022965879;0,267226891;0,392076151;0,000150549;0,036603365;0,293214218;0,081145585;0,40084034;0,49662623;0,006149893;0,030476835;POINT (7.25 45.5);1;3898,095196;475423,7297;Po;510;Mediterranean Sea;;475423,7297;475423,7297;3898095196;1
870;187,7801376;870;0;;;135;;6,8066506;;;0,000177414;0,002136686;0,001959272;870;45,5;7,75;0,032167833;0,35974026;0,027559055;0,161440186;0,427489481;0,000673682;0,028336435;0,293214218;0,09785203;0,24216028;0,63021433;0,027519805;0,022157334;POINT (7.75 45.5);1;3898,095196;475423,7297;Po;510;Mediterranean Sea;;475423,7297;475423,7297;3898095196;0
932;148,324462;932;0;;;180;;6,725232;;;0,000246837;0,000856217;0,00060938;932;45,25;8;0,044755246;0,14415585;0,038057743;0,277676951;0,415372036;0,000428175;0,025982964;0,293214218;0,13603818;0,41651544;0,58450425;0,01749089;0,019788895;POINT (8 45.25);1;3898,095196;475423,7297;Po;510;Mediterranean Sea;;475423,7297;475423,7297;3898095196;1
810;228,0416124;810;315;;;135;;6,173534;;;0,000385683;0,001095341;0,000709658;810;45,75;8;0,06993007;0,18441558;0,032152231;0,167517007;0,416052416;0,000532598;0,024209523;0,293214218;0,11455847;0,2512755;0,5870708;0,021756561;0,018004177;POINT (8 45.75);22;1044,442682;243529,301;Po;510;Mediterranean Sea;;243529,301;243529,301;1044442682;0
811;381,9750247;811;315;;;270;;5,3425784;;;0,000331688;0,000408824;7,71367E-05;811;45,75;8,25;0,06013986;0,06883117;0,008530184;0,064102564;0,360283688;8,68384E-05;0,080471893;0,293214218;0,028639618;0,09615385;0,37669697;0,003547337;0,07462434;POINT (8.25 45.75);22;1044,442682;243529,301;Po;510;Mediterranean Sea;;243529,301;243529,301;1044442682;0
814;111,648499;814;315;;;180;;4,704069;;;0,000300833;0,001203332;0,000902499;814;45,75;9;0,054545455;0,20259741;0,019685039;0,305747126;0,370352369;0,000126292;0,050154985;0,293214218;0,06921241;0,4586207;0,4146786;0,005159016;0,044114634;POINT (9 45.75);32;3565,51845;512848,0086;Po;510;Mediterranean Sea;;512848,0086;512848,0086;3565518450;0
815;122,5880755;815;315;;;135;;4,5236015;;;0,00031626;0,000833076;0,000516816;815;45,75;9,25;0,057342656;0,14025974;0,023622047;0,179365079;0,388082506;0,000119946;0,033828936;0,293214218;0,08353222;0,26904762;0,48156118;0,004899779;0,027684763;POINT (9.25 45.75);32;3565,51845;512848,0086;Po;510;Mediterranean Sea;;512848,0086;512848,0086;3565518450;0
875;207,3399496;875;135;;;0;;3,4396832;;;0,000339401;0,000501388;0,000161987;875;45,5;9;0,06153846;0,084415585;0,06824147;0,167289022;0,426174497;0,002835755;0,016925798;0,293214218;0,24582338;0,25093353;0,62525386;0,11584021;0,010674132;POINT (9 45.5);32;3565,51845;512848,0086;Po;510;Mediterranean Sea;;512848,0086;512848,0086;3565518450;1
876;255,4642189;876;315;;;0;;3,5675092;;;0,00023141;0,001349892;0,001118482;876;45,5;9,25;0,04195804;0,22727273;0,062335958;0,140425532;0,479848866;0,004023332;0,014021895;0,293214218;0,22434367;0,2106383;0,82772726;0,16435258;0,007751762;POINT (9.25 45.5);32;3565,51845;512848,0086;Po;510;Mediterranean Sea;;512848,0086;512848,0086;3565518450;0
937;241,1860885;937;135;;;0;;4,040576;;;0,001527306;0,000370256;-0,00115705;937;45,25;9,25;0,2769231;0,062337663;0,042650919;0,158173077;0,449424948;0,001332016;0,019067021;0,293214218;0,15274464;0,23725961;0,7129605;0,054412678;0,012828972;POINT (9.25 45.25);32;3565,51845;512848,0086;Po;510;Mediterranean Sea;;512848,0086;512848,0086;3565518450;2
938;277,6737268;938;315;;;0;;3,7291603;;;0,000971922;0,000223696;-0,000748226;938;45,25;9,5;0,17622377;0,03766234;0,111548556;0,128994083;0,503968254;0,010629954;0,008745138;0,293214218;0,4033413;0,19349113;0,9187117;0,43423226;0,002441449;POINT (9.5 45.25);32;3565,51845;512848,0086;Po;510;Mediterranean Sea;;512848,0086;512848,0086;3565518450;2
999;212,2866896;999;315;;;0;;3,2788131;;;0,001126196;0,000331688;-0,000794508;999;45;9,5;0,2041958;0,055844154;0,053805774;0,227341162;0,465343511;0,001528399;0,017175979;0,293214218;0,19331743;0,34101173;0,77300936;0,06243491;0,010925904;POINT (9.5 45);32;3565,51845;512848,0086;Po;510;Mediterranean Sea;;512848,0086;512848,0086;3565518450;2
